study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18997	SAMEA103884990	ERS1677784	ERX1869454	ERR1806427	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806427/ERR1806427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806427/ERR1806427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806427/ERR1806427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806427/ERR1806427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806427/17675_5#8.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806427/17675_5#8.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806427/17675_5#8.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806427/17675_5#8.cram.crai
PRJEB18997	SAMEA103884919	ERS1677765	ERX1869455	ERR1806428	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806428/ERR1806428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806428/ERR1806428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806428/ERR1806428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806428/ERR1806428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806428/17675_5#9.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806428/17675_5#9.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806428/17675_5#9.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806428/17675_5#9.cram.crai
PRJEB18997	SAMEA103885111	ERS1677764	ERX1869456	ERR1806429	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806429/ERR1806429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806429/ERR1806429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806429/ERR1806429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806429/ERR1806429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806429/17675_5#10.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806429/17675_5#10.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806429/17675_5#10.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806429/17675_5#10.cram.crai
PRJEB18997	SAMEA103885021	ERS1677767	ERX1869457	ERR1806430	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806430/ERR1806430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806430/ERR1806430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806430/ERR1806430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806430/ERR1806430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806430/17675_5#11.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806430/17675_5#11.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806430/17675_5#11.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806430/17675_5#11.cram.crai
PRJEB18997	SAMEA103885276	ERS1677766	ERX1869458	ERR1806431	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806431/ERR1806431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806431/ERR1806431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806431/ERR1806431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806431/ERR1806431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806431/17675_5#12.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806431/17675_5#12.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806431/17675_5#12.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806431/17675_5#12.cram.crai
PRJEB18997	SAMEA103884890	ERS1677787	ERX1869459	ERR1806432	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806432/ERR1806432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806432/ERR1806432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806432/ERR1806432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806432/ERR1806432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806432/17675_5#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806432/17675_5#13.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806432/17675_5#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806432/17675_5#13.cram.crai
PRJEB18997	SAMEA103885286	ERS1677786	ERX1869460	ERR1806433	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806433/ERR1806433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806433/ERR1806433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806433/ERR1806433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806433/ERR1806433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806433/17675_5#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806433/17675_5#14.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806433/17675_5#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806433/17675_5#14.cram.crai
PRJEB18997	SAMEA103885013	ERS1677788	ERX1869461	ERR1806434	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806434/ERR1806434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806434/ERR1806434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806434/ERR1806434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806434/ERR1806434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806434/17675_5#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806434/17675_5#15.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806434/17675_5#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806434/17675_5#15.cram.crai
PRJEB18997	SAMEA103885173	ERS1677799	ERX1869462	ERR1806435	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806435/ERR1806435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806435/ERR1806435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806435/ERR1806435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806435/ERR1806435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806435/17675_5#16.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806435/17675_5#16.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806435/17675_5#16.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806435/17675_5#16.cram.crai
PRJEB18997	SAMEA103884894	ERS1677798	ERX1869463	ERR1806436	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806436/ERR1806436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806436/ERR1806436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806436/ERR1806436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806436/ERR1806436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806436/17675_5#17.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806436/17675_5#17.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806436/17675_5#17.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806436/17675_5#17.cram.crai
PRJEB18997	SAMEA103885341	ERS1677789	ERX1869464	ERR1806437	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806437/ERR1806437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806437/ERR1806437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806437/ERR1806437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806437/ERR1806437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806437/17675_5#18.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806437/17675_5#18.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806437/17675_5#18.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806437/17675_5#18.cram.crai
PRJEB18997	SAMEA103885137	ERS1677791	ERX1869465	ERR1806438	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806438/ERR1806438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806438/ERR1806438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806438/ERR1806438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806438/ERR1806438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806438/17675_5#19.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806438/17675_5#19.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806438/17675_5#19.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806438/17675_5#19.cram.crai
PRJEB18997	SAMEA103885374	ERS1677790	ERX1869466	ERR1806439	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806439/ERR1806439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806439/ERR1806439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806439/ERR1806439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806439/ERR1806439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806439/17675_5#20.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806439/17675_5#20.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806439/17675_5#20.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806439/17675_5#20.cram.crai
PRJEB18997	SAMEA103884920	ERS1677796	ERX1869467	ERR1806440	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806440/ERR1806440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806440/ERR1806440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806440/ERR1806440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806440/ERR1806440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806440/17675_5#21.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806440/17675_5#21.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806440/17675_5#21.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806440/17675_5#21.cram.crai
PRJEB18997	SAMEA103885329	ERS1677779	ERX1869468	ERR1806441	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806441/ERR1806441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806441/ERR1806441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806441/ERR1806441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806441/ERR1806441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806441/17675_5#22.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806441/17675_5#22.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806441/17675_5#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806441/17675_5#22.cram.crai
PRJEB18997	SAMEA103885113	ERS1677781	ERX1869469	ERR1806442	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806442/ERR1806442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806442/ERR1806442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806442/ERR1806442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806442/ERR1806442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806442/17675_5#23.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806442/17675_5#23.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806442/17675_5#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806442/17675_5#23.cram.crai
PRJEB18997	SAMEA103885252	ERS1677780	ERX1869470	ERR1806443	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806443/ERR1806443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806443/ERR1806443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806443/ERR1806443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806443/ERR1806443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806443/17675_5#24.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806443/17675_5#24.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806443/17675_5#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806443/17675_5#24.cram.crai
PRJEB18997	SAMEA103885339	ERS1677768	ERX1869471	ERR1806444	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806444/ERR1806444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806444/ERR1806444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806444/ERR1806444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806444/ERR1806444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806444/17675_5#25.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806444/17675_5#25.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806444/17675_5#25.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806444/17675_5#25.cram.crai
PRJEB18997	SAMEA103885293	ERS1677797	ERX1869472	ERR1806445	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806445/ERR1806445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806445/ERR1806445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806445/ERR1806445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806445/ERR1806445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806445/17675_5#26.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806445/17675_5#26.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806445/17675_5#26.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806445/17675_5#26.cram.crai
PRJEB18997	SAMEA103885207	ERS1677770	ERX1869473	ERR1806446	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806446/ERR1806446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806446/ERR1806446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806446/ERR1806446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806446/ERR1806446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806446/17675_5#27.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806446/17675_5#27.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806446/17675_5#27.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806446/17675_5#27.cram.crai
PRJEB18997	SAMEA103885189	ERS1677769	ERX1869474	ERR1806447	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806447/ERR1806447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806447/ERR1806447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806447/ERR1806447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806447/ERR1806447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806447/17675_5#28.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806447/17675_5#28.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806447/17675_5#28.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806447/17675_5#28.cram.crai
PRJEB18997	SAMEA103885280	ERS1677772	ERX1869475	ERR1806448	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806448/ERR1806448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806448/ERR1806448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806448/ERR1806448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806448/ERR1806448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806448/17675_5#33.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806448/17675_5#33.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806448/17675_5#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806448/17675_5#33.cram.crai
PRJEB18997	SAMEA103884892	ERS1677771	ERX1869476	ERR1806449	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806449/ERR1806449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806449/ERR1806449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806449/ERR1806449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806449/ERR1806449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806449/17675_5#34.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806449/17675_5#34.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806449/17675_5#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806449/17675_5#34.cram.crai
PRJEB18997	SAMEA103885179	ERS1677774	ERX1869477	ERR1806450	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806450/ERR1806450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806450/ERR1806450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806450/ERR1806450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806450/ERR1806450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806450/17675_5#35.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806450/17675_5#35.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806450/17675_5#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806450/17675_5#35.cram.crai
PRJEB18997	SAMEA103885352	ERS1677773	ERX1869478	ERR1806451	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806451/ERR1806451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806451/ERR1806451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806451/ERR1806451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806451/ERR1806451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806451/17675_5#36.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806451/17675_5#36.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806451/17675_5#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806451/17675_5#36.cram.crai
PRJEB18997	SAMEA103885148	ERS1677793	ERX1869479	ERR1806452	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806452/ERR1806452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806452/ERR1806452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806452/ERR1806452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806452/ERR1806452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806452/17675_5#37.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806452/17675_5#37.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806452/17675_5#37.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806452/17675_5#37.cram.crai
PRJEB18997	SAMEA103885343	ERS1677792	ERX1869480	ERR1806453	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806453/ERR1806453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806453/ERR1806453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806453/ERR1806453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806453/ERR1806453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806453/17675_5#38.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806453/17675_5#38.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806453/17675_5#38.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806453/17675_5#38.cram.crai
PRJEB18997	SAMEA103884999	ERS1677795	ERX1869481	ERR1806454	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806454/ERR1806454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806454/ERR1806454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806454/ERR1806454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806454/ERR1806454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806454/17675_5#39.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806454/17675_5#39.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806454/17675_5#39.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806454/17675_5#39.cram.crai
PRJEB18997	SAMEA103885075	ERS1677794	ERX1869482	ERR1806455	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806455/ERR1806455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806455/ERR1806455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806455/ERR1806455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806455/ERR1806455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806455/17675_5#40.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806455/17675_5#40.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806455/17675_5#40.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806455/17675_5#40.cram.crai
